adrika,Mountain; Hill; An Apsara or celestial nymph 
adrima,Dark 
adrisha,Perception; Strongest Mountain
adrishya,Perception 
adrita,Independent; Supportive; One who is loved by everyone 
adrithi,Beloved, Loved by Everyone
adrithi,Ray 
adriti,Ornament; Goddess Laxmi
adriti,Goddess Durga; Ray 
adrity,Ornament
adriya,Strong; Noble; Powerful
adrsyanti,Invisible
adshaya,Indestructible; Immortal 
adva,Ripple
advaika,Unique 
advaita,Non Duality
advaita,Union of matter and soul; Non duality; Unique 
advaitavadini,TBD
advaitha,Union of matter and soul; Non duality; Unique 
advaiti,Peerless, Unique
advaitini,Non-dualist; Unique
advaiya,Unique 
adveka,Unique
adveka,World; Earth; Unique 
advesha,Inoffensive; Free from Malevolence
adveshini,Free from Malevolence; Inoffensive
adveta, 
advika,Unique
advika,World; Earth; Unique 
advita,One or unique; First one; Number one; Lovely 
advita,Unique; First One; Number One
adviteeya,Unique; The First One; No Second
advitha,Goddess Laxmi; Eternal
advitha,Union of matter and soul; Non duality; Unique 
adviti,Unique 
adviti,Matchless; Unique; First One
advytha,Eternal, Goddess Laxmi
adwaita,One; United; Unique
adwaitha,Non duality; One without a second 
adwaithi, 
adwika,Unique
adwita,Union of matter and soul; Non duality; Unique 
adwita,Unique
adwiteeya,Only One; No Alternate
adwiteya,Unique; Matchless 
adwitha,TBD
adwitiya,Unique; Matchless 
adya,First power; Unparalleled; Great; Beyond perception 
adya,Unparalleled, 1st Preference
adyaa,Beginning
adyadvaita,First and unique 
adyananda,A Name of Goddess
adyasha,The First Hope; Gift of God
adyasha,The First Hope 
adyashree,The First; Goddess Laxmi / Parvati
adyatrayee,Goddess Durga, Adya - first, The first power who created the world, An epithet of Durga's Trayi - intellect; Understanding; Triple revelation; Being present in three Vedas 
aeesha,Woman; Alive
aeina,Pure, The Only One, Always
aeindri,The Power of Lord Indra
aeisha,Beautiful; Obedient
aejal,Variant of Sejal
aekta,Unity
aeleena,TBD
aena,Innocent One
aenjal,Shine of Glory; Messenger of God
aeny,Consort of Goddess Radha 
aesha,Love; Living; Prosperous; Life 
aesha,Love; Woman; Life; Alive; Awake
aeshna,Desire; Wish 
aeshna,Earth
aeshni,Earth, Well Satisfied
afiya,Health; Faithful
afreen,Encouragement, Beautiful
afren,Sweet, Name of Goddess Durga
afrin,Happiness, Praise, Lucky, Brave
afsaana,Storey
afsana,Fiction; Romance; Storey
afsanah,Storey; Fiction
afsara,Angel
aftab,The Sun
agadha,Immeasurable; Plentiful; Profound
agaja,Born on a mountain 
agaja,Mountainous
agalya,Beauty; Splendor 
agalya,Lovable, Light, Accommodations
agama,Knowledge, Wisdom
agamani,Descent of Durga to Earth.
agamya,Knowledge; Wisdom 
agamya,Knowledge; Wisdom
agana,Indestructible; Armoured; Immortal
aganaya,Goddess Lakshmi; Not to be killed under any circumstances 
aganit,Countless
aganita,Countless
aganya,Born from fire, Goddess Lakshmi 
aganya,Born from Fire; Goddess Lakshmi
agarthika,Shine
agasthi,A Learned Lady
agasti,Name of a Sage; Pitcher-born
agatha,Good-hearted; Good
agathi,Good
aggrta,To Move Forward
aghanashini,Destroyer of Sins
aghanashini,Destroyer of sins 
aghanya,Goddess of Wealth
aghanya,Goddess Lakshmi; Not to be killed under any circumstances 
aghna,Pure, Virginal
aghnya,Born from Fire
aghosha,Quiet
agmaya,Born from Fire, Knowledge
agna,Pure; Virginal; Chaste; Kind; Good
agnaya,Born from Fire, New Fire
agnayi,Fiery; The Wige of Agni
agneeta,Pearl
agnes,Pure, Chaste, Holy
agnesha,Pure; Sacred Fire; Flame of Fire
agneshi,Flame of Fire
agneta,Sacred; Chaste; Fire; Pure
agni,Fire
agnibha,Shining Like Fire or Gold
agnibha,Shining like fire; Gold 
agnidurga,Leadership
agnije,Daughter of Fire
agnijwaala,One who is poignant like fire; It signifies fire 
agnika,Belonging to Fire
agnimitra,Agni's Friend; Friend of Fire
agnimukhi,Fire Faced
agninayan,Shiva
agnisa,Belongs to Fire; Part of Fire
agnisha,Belongs to Fire; Part of Fire
agnishikha,Flames of fire 
agnishu,Belongs to Fire
agnita,Fire, Pure One, Chaste, Hunger
agnivardhini,Increasing Fire
agnyasa,Born from Fire
agraja,Leader; Senior; First born; Eldest brother 
agraja,Main; First Born
agrasandhya,Sunrise
agrata,Leadership 
agrata,Leadership
agratha,Leadership
agrayi,Primal; A Wife of Agni
agreshi,God Wish
agrika,First
agrima,Leadership 
agrima,Coming First, Stay on Top
agrisa,Goddess Lakshmi
agrisha,One who Always Wins over Others
agriya,First and Best
agya,Order; Command
ahaana,Ray of Light, Dawn
ahad,Pledge; Commitment; Delegation
ahalia,Wife of Rishi Gautam
ahallya,Beautiful
ahalya,Rishi Gautama’s wife; Woman; Rescued by Lord Rama; Night; Pleasant; First woman created by Brahma (Wife of sage Gautama, who was turned into a stone and later became free from curse by the touch of 
ahalya,Rishi Gautama’s wife; Woman; Rescued by Lord Rama; Night; Pleasant; First woman created by Brahma (Wife of sage Gautama, who was turned into a stone and later became free from curse by the touch of 
ahalya,Beautiful, Wife of Rishi Gautam
ahalyaa,A Women Rescued by Lord Rama
ahana,Inner light; Immortal; Born during the day; The first rise of the Sun 
ahana,First Ray of Sunrise, Chaht
ahani,Day
ahankaara,Indicates Pride; Goddess Parvati
ahankaara,One with pride 
ahankti,Love and Music
ahanna,First Rays of the Sun 
ahanna,First Rays of the Sun
ahanti,Eternal; Indestructible 
ahanti,Gift
ahanya,Richest of Rich
ahava,Loved One; Beloved; Water
aheli,Pure 
aheli,Grace; Goddess Lakshmi
ahi,Heaven and Earth Conjoined
ahika,Cute; Of Heaven and Earth
ahila,Worldly; Knowledgeable
ahilya,Maiden 
ahilyaa,A Famous Historical Name
ahimsa,Nonviolent virtue; Nonviolence 
ahimsa,Nonviolent Virtue
ahina,Strength 
ahinjita, 
ahinsa,Non-violent, Harmlessness
ahinsra,Harmless, Innocuous
ahisma,No Boundaries
ahista,Slowly
ahita,Hostile; Evil
ahlad,Joy
ahladajanani,Source of happiness 
ahladit,Happy Mood
ahladita,In Happy mood; Delighted 
ahladitha,Delighted
ahladitha,In Happy mood; Delighted 
ahna,Exist; Days; First Rays of Sun
ahna,Exist 
ahobal,Powerful
ahrmshulla, 
ahsana,Mercy; An Act of Kindness
ahshika,Joyful
ahu,Calling, Invoking
ahuka,Offerer; Sacrificer
ahuti,Calling; Offering
ahwaintha,Wanted
ahzin, 
aice,Pretty; Wonderful; Kind
aida,Visiting, Noble, Nobility, Reward
aidha,Power; Splendour; A Flame; Desire
aiesha,Woman, Alive, She who Lives, Life
aifa,Gift; Gift of God
aika,Love Song
aikata, 
aiksavaki,Produced from Sugar Cane
aikta,Unity, Union
aikyaa,Unity; Oneness
aikyata,Together 
aimee,Dearly Loved, Beloved, Amazing
aimiah,Perfect
aina,Mirror, Lightning
aindri,Lighting of Eyes, The Powerful
aindrila,Female star 
ainee,Spring Flower
aingini,Goddess Durga
aingini,Goddess Durga 
ainiti,Infinite; Divine 
aiouv,Nature; Gods; Happiness
aira,Beloved Jasmine; Of the Wind
airisha,Peace
aisa,Alive
aish,Delight; Joy; Pleasure; God blessings 
aisha,Love; Living; Prosperous; Life (Wife of prophet mohammed)
aisha,Living, Prosperous, Lively, Woman
aishaanya,Beautiful Life
aishaanya,Beautiful life 
aishani,Another Name of Goddess Durga
aishanya, 
aishh,Wealth, Live, Livelihood
aishi,Being Fond of Poetry; God's Gift; …
aishi,God's gift; Belonging to Shiva 
aishika,God's Gift
aishiki,Divine; Regal 
aishini,Lightning; Divine; Goddess Lakshmi
aishini,Goddess Lakshmi; Aish - divine 
aishita,Sweet
aishita,River Yamuna 
aishitha,River Yamuna 
aishmani, 
aishmin,Jasmine flower 
aishna,Desire, Unique, Wish
aishna,Desire; Wish 
aishu,Enjoy Life; Lively
aishvarya,Wealth, Richness, Goddess Lakshmi
aishvi,Laxmi
aishwa,Prosperous; Wealth
aishwaria,Wealth
aishwariya,Wealth; Success; Fame 
aishwarya,Money, Wealth, Attraction
aishwarya,Wealth; Success; Fame 
aisiri,Prosperous; Wealth
aisiri,Wealth 
aissa,Wonderful; Grateful
aissha,Grateful; Wonderful
aisu,Long Life
aiswa,TBD
aiswariya,Wealth
aiswarya,Wealth 
aiyana,Eternal Blossom, Endless Beauty
aiyanna,Eternal Blossom; Innocent
aiysa,Precious
aiyushi,One with Long Life; Live Long
aizel,One who Brings Luck and Fortune
aja,High Priestess of Mecca, Goat
ajaa,Energy
ajaani,Night 
ajagandha,Daughter of Aja
ajagandha,Daughter of Aja (Daughter of Aja)
ajala,The Earth
ajala,The earth 
ajalaa,Earth
ajama,TBD
ajamita,Variation; Not-uniformity
ajamukhi,Consort of Durvasa 
ajana,Without Born; Immortal
ajani,He Fights for What is his
ajanta,A Famous Buddhist Cave
ajanta,Famous Buddhist cave 
ajantha,Creative; A Famous Buddhist Cave
ajara,Not Wearing out, Everlasting
ajastha,Young Earth; Earthy; Trusting
ajastha,Unconquerable; God 
ajatha,One who has No Enemies; Shiva
ajatha,Having no enemy 
ajay,Unconquerable; God
ajeedha,Lovable; Invincible
ajeeta,Invincible; Unconquerable
ajeitha,A Winner
ajeitha,A winner 
ajendra,King of Mountains
ajeya,One who cannot be Conquered
ajeya,Unconquerable; Shakti 
ajia,Unconquerable; Shakti 
ajila,Loyal; Love
ajina,Merciful; Unique
ajini,Lovers
ajinkya,Brilliant; Invincible
ajira,A Winner
ajisa,Strong and Proud
ajisha,Graceful
ajit,Invincible; Victorious
ajita,Always Winning, A Winner
ajitha,Winner; Unbeatable
ajju,Mother
ajooni,Infinite
akaisha,The Flower
akaliki,Lightining
akalka,Pure, Moon Light
akalka,Free from impurity; Moonlight 
akalmasha,Pure
akalpya,One which has Many Imagination
akalya,Wish
akane,Someone You cannot Stop Loving
akangsha,Desire; Wish; Ambition; Hope 
akankasha,Ambition; Wish; Desire
akanksha,Desire; Wish 
akankshaa,Wish, Expectations, Desire, Hope
akankshya,Desire; Wish
akansha,Lovable; Wish; Desire
akansha,Wish; Desire 
akanshi,TBD
akanxa,Desire, Ambition, Wish
akanya,One who is an outstanding example of peace & humility 
akarsha,Above everybody 
akarshana,Attraction 
akarshika,Attractive
akarshita,Attracted
akasa,Open Air; Space
akasadipa,A Lamp in the Sky
akasha,Open Air; Space; Sky
akasha,Flew in the Sky 
akashini,Women with beautiful hair 
akashleena,Star 
akashna,Sky; Heaven
akashy,Belongs to Sky
akasi,The Atmosphere
akchaya,Indestructible; Goddess Lakshmi
akeelah,Eagle
akeera,Graceful Strength
akelya,Gift from God
akhandi,Whole; Entire
akheela,Complete; Brilliant; Entire
akhi,Eye
akhil,All
akhila,Whole, Complete, Universe, Entire
akhila,Complete 
akhilam,Complete; Entire
akhilarka,TBD
akhilarka,All pervading radiance and brilliance of The Sun 
akhileswari,Lalithamba's Other Name
akhira,White Lily
akhsara,Letter; Unalterable; Alphabet
akil,Wise
akila,Intelligent; Complete; Total
akila,The earth 
akilambigai,Goddess Parvathi
akilandam,Earth
akina,Spring Flower, Relations
akira,Gentle Flower, A Natural
akira,Graceful strength (Celebrity Name: Farhan Akhtar)
akisha,Complete; Powerful
akishita,Wonder girl; Permanent; Constant 
akku,Sweet and Beautiful
aklima,The First Step; Beautiful
akooja,Noiseless; Silent; Calm
akrant,Might; Force; Power
akranti,Power
akrita,TBD
akrita,A daughter who is having rights of Sun 
akriti,Shape; Diagram; Form; Design
akriti,Shape; Form; Figure; Appearance 
akrodhini,Wrathful; Calm Lady
akruthi,Shape
akruthi,Nature or beautiful; Figure 
akruti,Design
aksa,Soul, Eye, Indestructible
aksa,Soul; God's blessing; A mosque 
aksara,Letters; Goddess Saraswati 
aksasutra,Bearer of Knowledge
aksata,Whole; Permanent
aksaya,Everlasting
aksha,Soul; God's blessing; A mosque 
akshada,Blessings of gods 
akshadha,Blessings of gods 
akshai,Eternal; Immortal; Indestructible 
akshainie,Immortal, Undecaying
akshainie,Goddess Parvati; Akshan - An eye; To see 
akshaja,Whole, Indestructible
akshali,Derived from Aksha
akshamala,Garland of Rudraksh
akshamya, 
akshana,TBD
akshani,Immortal; Goddess Parvati
akshanshi,Latitude
akshara,Letter, Indestructible
akshara,Letters; Goddess Saraswati 
akshata,Holy Rice; Sacred Rice of Worship
akshata,Rice; Immortal; Unscathed; Perfect; Untouched, i.e. divinity 
akshatha,Rice; Immortal; Unscathed; Perfect; Untouched, i.e. divinity 
akshavi,Eyes, Immortal
akshayamathi,Super Intelligence, Divyagyana
akshayan,Goddess Durga, The daughter of Daksha (the daughter of Daksha)
akshayata,Indestructible; Unlimited
akshayi,Immortal, Name of Goddess Parvati
akshda,Tandul 
akshee,Abode; Existence 
aksheeti,Victorious peace 
akshena,Blessing of God
akshera,Goddess Saraswati
akshera,Letters; Goddess Saraswati 
akshharaa,Letter; Alphabet; Indestructible
akshi,Abode; Existence 
akshi,Eyes, Very Precious, Eyed
akshika,One with Beautiful Eyes
akshika,One with good eyes 
akshima,Goddess Durga
akshini,Eye; Not Diminishing
akshira,TBD
akshit,Permanent
akshita,Wonder, Seen, Wonderful
akshitha,Permanent; Can not be broken easily. secure; Saved; Guarded 
akshithi,Victorious Peace
akshiti,Imperishable; Victorious Peace
akshiya,Indestructible; Gift of God
akshma,Capable; Goddess Durga
akshmi,Unlimited, Immortal
akshra,Letters 
akshra,Alphabet, Letter
akshrita, 
akshta,Showing Regard Towards Older
akshtia,Showing Regard Towards Older
akshu,Eye
akshuu,Eyes; Name of Goddess Parvati
akshvi,Eyes, Immortal
akshya,Eternal; Immortal; Indestructible; Goddess Parvati 
akshya,Unlimited
akshyata,Unlimited, Indestructible
aksima,Limitless; Endless
aksita,Permanent
aksithi,Imperishability 
aksithi,Imperishably
aksiti,Imperishable
aksiya,Everlasting; Goddess Parvati
akta,Union; Unity; Saint; Incomparable
akula,Goddess Parvati, Transcendental, Name of Parvati, The thousand petalled Lotus at the base of the Sushumna is called Akul and Devi is called Akula because her abode is Akul 
akula,Goddess Parvati
akupara,Unbounded; Free
akuta,Not of the Earth
akuti,Princess 
akuti,Princess
akutila,Simple
akvira,Daughter of Lord Shiva 
akxina,The One that cannot be Broken
akxita,Permanent; Constant; Limitless
akxy,Everlasting, Immortal
akya,The Only One
alabhya,Unique; Difficult to Acquire
alagammai,Beautiful
alagu,Knowledge, World
alaina,Valuable, Precious, Dear Child
alak,World; Beautiful Tresses
alaka,Lock of curly hair; A girl with a Lovely hair; Beauty 
alaka,A Girl with a Lovely Hair
alakananda,Name of a river; A river in the Himalayas 
alakaravati,Loving
alaknanda,Name of a river; A river in the Himalayas 
alaknanda,A River in the Himalayas; Flawless
alaksha,Uncared; Unaimed 
alaksha,Uncared; Unaimed
alambusa,A Line Not to be Crossed
alameda,Grove of Cottonwood; Promenade
alamela,Extremely Intelligent
alamelu,Goddess Lakshmi; Lady of the Lotus 
alamelu,Goddess, God Balaji Wife Name
alamkritha,Decorated 
alamu,God Vishnu's Wife
alancrita,Ornamented / Decorated
alankarapriya,Name of a Raga 
alankari,Name of a Raga 
alankita,Decorated
alankrita,Decorated lady 
alankrita,Decorated, Auspicious Touch
alankritha,Decorated lady 
alankruta,Decorated lady 
alankruti,Decoration
alanna,Fair, Beautiful, Dear Child
alapini,Lute
alataksi,Fire Eyed
alavia, 
alaya,Extremely beautiful; Smart; Funny; Or ascending 
alaya,Lofty; Sublime
alaysha,Noble; Kind; Truthful
alda,Old but Graceful, Rich, Old, Wise
aleena,Soft, Silk of Heaven, Beautiful
aleesa,Peace; Beautiful; Truthful; Noble
aleesha,Noble, Nobility, Noble Sort
alekhya,Which cannot be Written, Picture
alekya,Which cannot be Written
alena,Torch of Light, Dear Child, Torch
alesha,Protected by God; Silk of heaven 
aleshanee,She plays all the time 
aleshanee,One who Plays All the Time
aletrice,TBD
alfiya,Sweet; One in Million
alia,Exalted, Highest Social Standing
alin,To Soothe, Bearer of the Light
alina,Fair, Noble, Light, Beautiful
alindi,God's Gift
alipriya,Red lotus 
alipta,Rare
aliptha,Protected
alis,Noble; Kind; Noble Sort
alisa,Kind Type, God is Salvation, Sun
alisah,Noble; Kind; Great Happiness
aliscia,Honourable, Noble
alisha,A Star, God Gifted
alishka,Intelligent; Precious Jewel
alissa,Noble Kind, Nobility, Rational
aliveni,Golden doll 
aliya,Highness, Exalted, Sublime
aliza,Joyous, Happiness, Faithful
alka,Lock of curly hair; A girl with a Lovely hair; Beauty 
alka,Diamond, A with a Lovely Hair
alla,An Angel, Name of Truth, Defender
alli,Long-tailed Duck, Noble, Nobility
allia,Highest Social Standing
allpana,Expressive; Versatile
alma,Caring, Fostering, Soul
almas,Precious Stone, A Diamond
almika,The Sky
almira,Woman of Nobility, Princess
alobha,Free from Cupidity or Greed
alobhini,Free from Greed - Cupidity
alok,Sun Light; Universe
aloka,Light; Look; View 
aloka,Faultless
aloki,Brightness; Lustrous
alokita,Unseen, One that Gives out Light
aloknanda,Ability to create 
alokya,Brightness; Light; Incomparable
alopa,Faultless; Without Fault
alopa,Faultless 
alpa,Little 
alpa,Little
alpana,A decorative design; Beautiful; Delighted 
alpana,Decorative Design; Beautiful
alpanna,Delighted; Variant of Kalpana
alphiya,TBD
alpika,Collection of Many Small Things
alpini,Miser
alpita,Wishes 
alpita,Miser
alpitha,Wishes 
alpna,Expressive, Beautiful
altthea,Sincere
alvi,Friend of Elves, White, Blond
alvira,Speaker of truth 
alvy,Bright, Elf, Magical Being
alya,From Heaven, Sky, Loftiness
alysa,Honest 
amaal,Hopes, Expectations
amaanya,Unknown 
amaanya,Unmatchable; Unacceptable
amaara,Crown 
amaarvika,Gift of God
amahira,Only one expert in every field 
amahira,Only One Expertise in Every Field
amaidhi,Peace
amaira,One who is Forever Beautiful
amal,To have Hope, Bright, Clean, Pure
amala,The Pure One, Bird, Hope
amala,The pure one; Brilliant; Another name for Lakshmi 
amaldeepthi,Camphor 
amalendu,Pure Like a Moon; Full Moon
amalia,Industrious, Work, Striving
amalini,Pure; Undefiled
aman,Peace, The One who is Peaceful
amanat,God's Treasure; Present or Gift; …
amandeep,Light of Peace; Peaceful
amani,Road, One who Shows the Path
amanita,Modesty; Humility
amanpreet,The Protector of Peace
amanthika,God 
amanthika,Eternal Peace
amanti,Peace Lover
amanya,Stubborn
amanyatha,Believed 
amar,One who Lives Forever
amara,Elegance, Grass, Immortal One
amaraja,A Sacred River
amaraprabha,Eternal Shine
amarata,Immortality
amaravathi,Indra`s capital 
amaravati,Abode of the Eternal
amaravti,Name of City
amarawati,Immortality
amaresha,Immortality
amari,A Miracle from God, Special Gift
amari,Strength forever immortal; Eternal 
amariah,Whom God spoke of 
amaris,God has Promised
amarjaa,Name of River; Immortal
amarjit,Forever victorious 
amarjoti,Eternal Flame
amarjyoti,Eternal Flame
amarlata,Forever Young; Beauty; Divine Wine
amarni,Wishes; Aspirations 
amarshila, 
amarta,Immortality
amarta,Immortality 
amartha,Immortal; Everlasting
amarthi,Princess of Ejipura
amarthya,Immortal
amarwati,Immortality
amarya,Unfading Flower
amati,Beyond Intellect
amati,Time; Beyond intellect; Splendour 
amavashya,Parvati
amavasya,Dwelling Together
amaya,Goddess of Nature; Night's Rain
amaya,Night rain; Immeasurable; Without limit 
amba,Goddess Durga; Mother; Wakeful
amba,Goddess Durga, Mother, Eldest of the three princesses of kashee and sister of Ambika and Ambalika, Name of a Goddess (The king of Kashi's eldest daughter. Bhishma abducted her from her swayamvara alon
amba,Goddess Durga, Mother, Eldest of the three princesses of kashee and sister of Ambika and Ambalika, Name of a Goddess (The king of Kashi's eldest daughter. Bhishma abducted her from her swayamvara alon
ambaalika,Mother
ambala,Mother; Compassionate; Scar
ambala,Mother; Affectionate; Kind 
ambali,Sensitive; Compassionate; Loving
